,Unnamed: 0,lat,lon,timestamp,amenity,name,tags,address
721,2911,49.1693511,-123.13621699999999,2019-09-13T13:57:03.000-07:00,cafe,gong cha,"{'addr:housenumber': '130-6068', 'addr:street': 'No. 3 Road', 'addr:city': 'Richmond'}","Northbound No. 3 Rd @ Saba Rd, Richmond, BC V6Y, Canada"
722,2913,49.17102070000001,-123.139394,2019-09-13T13:57:03.000-07:00,restaurant,mui garden,"{'addr:housenumber': '5960', 'addr:street': 'Minoru Boulevard', 'addr:city': 'Richmond'}","5960 Minoru Blvd, Richmond, BC V6X 4J4, Canada"
723,2915,49.1805031,-123.13609380000001,2019-09-13T13:57:03.000-07:00,restaurant,chef tony seafood restaurant,"{'addr:housenumber': '101-4600', 'addr:street': 'No. 3 Road', 'addr:city': 'Richmond'}","4600 Number 3 Rd, Richmond, BC V6X 2C2, Canada"
724,2916,49.180248600000006,-123.1340092,2019-09-13T13:57:03.000-07:00,restaurant,gang nam korean bbq,"{'addr:housenumber': '2065-4580', 'addr:street': 'No. 3 Road', 'addr:city': 'Richmond'}","2065 Hazelbridge Way, Richmond, BC V6X 1E4, Canada"
725,2917,49.1803127,-123.1343597,2019-09-13T13:57:03.000-07:00,restaurant,papa goose rice noodle restaurant,"{'addr:housenumber': '2085-4580', 'addr:street': 'No. 3 Road', 'addr:city': 'Richmond'}","4580 Number 3 Rd, Richmond, BC V6X 1E4, Canada"
726,2918,49.1812101,-123.13701110000001,2019-09-13T13:57:03.000-07:00,bar,millennium karaoke,"{'addr:housenumber': '201-4451', 'addr:street': 'No. 3 Road', 'addr:city': 'Richmond'}","4451 Canada Line Bikeway, Richmond, BC V6X 3A7, Canada"
727,2919,49.1880549,-123.1310731,2019-09-13T13:57:03.000-07:00,restaurant,china house seafood restaurant,"{'addr:housenumber': '1008-8300', 'addr:street': 'Capstan Way', 'addr:city': 'Richmond'}","1010-8300 Capstan Way, Richmond, BC V6X 4B7, Canada"
728,2920,49.1872375,-123.13188079999999,2019-09-13T13:57:03.000-07:00,restaurant,geng shi ji,"{'addr:housenumber': '1221-8338', 'addr:street': 'Capstan Way', 'addr:city': 'Richmond'}","1206 Hazelbridge Way, Richmond, BC V6X 4B5, Canada"
729,2921,49.1872412,-123.1316835,2019-07-17T18:32:17.000-07:00,restaurant,deer garden signatures,"{'addr:housenumber': '8338', 'website': 'http://deergarden.ca/', 'phone': '+1-604-278-3779', 'smoking': 'no', 'opening_hours': 'Mo-Su 11:00-23:00', 'cuisine': 'chinese', 'addr:street': 'Capstan Way', 'addr:unit': '1213', 'addr:city': 'Richmond'}","1226-8338 Capstan Way, Richmond, BC V6X 4B5, Canada"
730,2922,49.1874924,-123.12862849999999,2019-09-13T13:57:03.000-07:00,restaurant,cantonese bbq,"{'addr:housenumber': '1438-8838', 'addr:street': 'Capstan Way', 'addr:city': 'Richmond'}","8388 Capstan Way, Richmond, BC V6X 4A7, Canada"
731,2923,49.187245000000004,-123.12885049999998,2019-09-13T13:57:03.000-07:00,restaurant,yah-yah-ya,"{'addr:housenumber': '1423-8388', 'addr:street': 'Capstan Way', 'addr:city': 'Richmond'}","8838 Capstan Way, Richmond, BC V6X 4A7, Canada"
732,2924,49.187642,-123.12991059999999,2019-09-13T13:57:03.000-07:00,cafe,janice cake shop,"{'addr:housenumber': '8328', 'addr:street': 'Capstan Way', 'addr:unit': '1106', 'addr:city': 'Richmond'}","8328 Capstan Way, Richmond, BC V6X 2H6, Canada"
733,2925,49.187751899999995,-123.13043619999999,2019-09-13T13:57:03.000-07:00,restaurant,meet fresh,"{'opening_hours': 'Mo-Su 12:00-00:00', 'addr:housenumber': '8328', 'addr:street': 'Capstan Way', 'addr:unit': '1136', 'addr:city': 'Richmond'}","1138-8328 Capstan Way, Richmond, BC V6X 4B6, Canada"
734,2926,49.18774129999999,-123.1299389,2020-06-01T02:56:36.000-07:00,restaurant,pho 37,"{'addr:housenumber': '1101-8328', 'addr:street': 'Capstan Way', 'takeaway': 'yes', 'addr:city': 'Richmond'}","8328 Capstan Way Unit 1121, Richmond, BC V6X 4B6, Canada"
735,2928,49.1742544,-123.1490557,2019-09-13T13:57:03.000-07:00,restaurant,fortune terrace chinese cuisine,"{'addr:housenumber': '130-6200', 'addr:street': 'River Road', 'addr:city': 'Richmond'}","130 River Rd, Richmond, BC V7C 4N1, Canada"
736,2930,49.1690148,-123.13393710000001,2019-09-13T13:57:03.000-07:00,restaurant,newton beef noodle,"{'addr:housenumber': '150-8191', 'addr:street': 'Saba Road', 'addr:city': 'Richmond'}","140-6211 Buswell St, Richmond, BC V6Y 4C3, Canada"
737,2931,49.1689882,-123.1352584,2019-10-29T03:23:55.000-07:00,restaurant,chengdu noodle house,"{'addr:housenumber': '130-8033', 'addr:street': 'Saba Road', 'addr:city': 'Richmond'}","130-8033 Saba Rd, Richmond, BC V6Y 4M8, Canada"
738,2932,49.1687064,-123.1355348,2019-09-13T13:57:03.000-07:00,fast_food,freshslice pizza,"{'addr:housenumber': '120-8010', 'addr:street': 'Saba Road', 'addr:city': 'Richmond'}","120 Saba Rd, Richmond, BC V6Y 4B2, Canada"
739,2934,49.1682414,-123.1392128,2018-01-24T05:29:46.000-08:00,restaurant,pearl castle cafe,{},"6060 Minoru Blvd, Richmond, BC V6Y 4A8, Canada"
740,2938,49.2790349,-123.1235947,2017-09-15T20:53:37.000-07:00,bar,johnnie fox's,{'cuisine': 'irish'},"1025 Granville St, Vancouver, BC V6Z 1L4, Canada"
741,2945,49.327782299999996,-123.13960900000001,2019-06-08T20:08:26.000-07:00,fast_food,chipotle,"{'brand:wikidata': 'Q465751', 'official_name': 'Chipotle Mexican Grill', 'brand:wikipedia': 'en:Chipotle Mexican Grill', 'drive_through': 'no', 'opening_hours': '10:45-10:00', 'cuisine': 'mexican', 'outdoor_seating': 'yes', 'takeaway': 'yes', 'brand': 'Chipotle'}","Unit 879, Park Royal N, West Vancouver, BC V7T 1H9, Canada"
742,2946,49.3262061,-123.1361153,2019-10-29T17:29:30.000-07:00,fast_food,five guys,"{'brand:wikidata': 'Q1131810', 'official_name': 'Five Guys Burgers and Fries', 'wheelchair': 'yes', 'addr:housenumber': '728', 'level': '0', 'brand:wikipedia': 'en:Five Guys', 'cuisine': 'burger', 'outdoor_seating': 'yes', 'addr:street': 'Main Street', 'takeaway': 'yes', 'brand': 'Five Guys'}","508 Park Royal S, West Vancouver, BC V7T 2Y5, Canada"
743,2948,49.1909246,-122.8908844,2016-11-26T20:27:08.000-08:00,fast_food,burger king,"{'cuisine': 'burger', 'drive_through': 'yes'}","10355 120 St, Surrey, BC V3V 0C1, Canada"
744,2949,49.1909164,-122.89104920000001,2016-11-26T20:27:09.000-08:00,fast_food,quiznos sub,{'cuisine': 'sandwich'},"10355 120 St, Surrey, BC V3V 0C1, Canada"
745,2956,49.0530329,-122.3170562,2018-06-20T15:12:25.000-07:00,restaurant,denny's,"{'opening_hours': '24/7', 'cuisine': 'american', 'website': 'https://m.facebook.com/Dennys-103614253112369', 'phone': '+1-604-853-3669', 'level': '0'}","32710 Simon Ave, Abbotsford, BC V2T 0B8, Canada"
746,2959,49.10338970000001,-122.48348659999999,2017-02-03T06:29:40.000-08:00,restaurant,colleen's cafe,"{'addr:housenumber': '26730', 'addr:street': '56 Avenue', 'source': 'survey'}","26730 56 Ave, Langley City, BC V4W 3X5, Canada"
747,2962,49.2023823,-122.9089811,2016-11-27T21:27:22.000-08:00,bar,paramount gentlemen's club,"{'addr:housenumber': '652', 'website': 'http://www.paramountgirls.com/', 'phone': '+1-604-526-8675', 'smoking': 'no', 'opening_hours': 'Tu-Th 18:00-02:00; Fr-Sa 18:00-03:00; Su 20:00-02:00', 'addr:street': 'Columbia Street'}","652 Columbia St, New Westminster, BC V3M 1A9, Canada"
748,2968,49.178463799999996,-123.13028329999999,2019-09-13T13:56:59.000-07:00,restaurant,the fish man,"{'addr:housenumber': '8391', 'website': 'https://the-fish-man.business.site/', 'phone': '+1-604-284-5393', 'opening_hours': '17:00-00:00', 'addr:street': 'Alexandra Road', 'addr:unit': '1180', 'addr:city': 'Richmond'}","1150-8391 Alexandra Rd, Richmond, BC V6X 3W5, Canada"
749,2970,49.191844200000006,-122.8137613,2016-11-29T07:46:48.000-08:00,restaurant,lee yuen seafood restaurant,"{'cuisine': 'chinese', 'addr:housenumber': '14755', 'addr:street': '104 Avenue'}","14755 104 Ave, Surrey, BC V3R 5X4, Canada"
750,2971,49.274204,-123.1537534,2012-04-15T17:48:17.000-07:00,restaurant,the boathouse restaurant,{},"1305 Arbutus St, Vancouver, BC V6J 5N2, Canada"
751,2972,49.2861774,-123.12697150000001,2018-08-22T19:25:44.000-07:00,cafe,blenz,{'opening_hours': 'Mo-Th 06:30-23:00; Fr 06:30-24:00; Sa 07:00-24:00; Su 07:00-23:00'},"1201 Robson St, Vancouver, BC V6E 1C2, Canada"
752,2973,49.2578148,-123.1650598,2017-08-28T07:33:09.000-07:00,restaurant,trafalgars bistro,{},"2603 W 16th Ave, Vancouver, BC V6K 3C2, Canada"
753,2981,49.306652899999996,-123.0085425,2018-11-07T08:23:22.000-08:00,restaurant,the crab shop,"{'addr:housenumber': '2455', 'website': 'http://www.thecrabshop.ca', 'cuisine': 'fish', 'addr:street': 'Dollarton Hwy', 'addr:postcode': 'V7H 0A2', 'addr:unit': '121'}","2455 Dollarton Hwy, North Vancouver, BC V7H 0A2, Canada"
754,2987,49.2218399,-123.00547279999999,2017-01-05T07:14:16.000-08:00,restaurant,szechuan house restaurant,{'cuisine': 'chinese'},"4396 Imperial St, Burnaby, BC V5J 1A9, Canada"
755,2988,49.263844899999995,-123.1000453,2017-05-03T02:23:35.000-07:00,cafe,pleasant beans coffee house,"{'opening_hours': 'Mo-Fr 07:00-18:30; Sa 08:00-17:30; Su 09:00-16:30', 'addr:housenumber': '39', 'addr:street': 'Kingsway', 'name_alt': 'Pleasant Cafe'}","43 Kingsway, Vancouver, BC V5T 3H7, Canada"
756,2989,49.2821626,-123.1045058,2019-09-02T22:08:26.000-07:00,cafe,nelson the seagull,"{'addr:housenumber': '315', 'website': 'http://www.nelsontheseagull.com', 'phone': '+1-604-681-5776', 'opening_hours': 'Mo-Fr 08:00-17:00; Sa,Su 09:00-17:00', 'addr:street': 'Carrall Street', 'addr:postcode': 'V6A 0A7'}","315 Carrall St, Vancouver, BC V6B 2J4, Canada"
757,2990,49.287038200000005,-123.11810120000001,2019-03-22T02:55:10.000-07:00,cafe,blenz coffee,"{'addr:housenumber': '401', 'website': 'https://blenz.com/', 'phone': '+1-604-684-7000', 'opening_hours': 'Mo-Fr 06:00-17:00', 'addr:street': 'Burrard Street', 'addr:postcode': 'V6C 3R2'}","1045-1057 W Pender St, Vancouver, BC V6C 3S4, Canada"
758,3014,49.1810752,-123.1354747,2018-02-09T05:00:20.000-08:00,fast_food,james snacks,"{'opening_hours': 'Mo-Sa 11:00-19:30', 'name:en': 'James Snacks', 'phone': '+1-604-716-1328', 'name:zh_pinyin': '佔士叻煲仔飯'}","1340-4540 Number 3 Rd, Richmond, BC V6X 2C2, Canada"
759,3015,49.2898216,-123.13320149999998,2017-02-19T22:32:37.000-08:00,fast_food,book kyung ban jeoun & bk karaoke,"{'opening_hours': 'Su-Th 11:30-01:00; Fr-Sa 11:30-02:00', 'addr:housenumber': '1638', 'name:en': 'Book Kyung Ban Jeoun & BK Karaoke', 'addr:street': 'Robson Street'}","1642 Robson St, Vancouver, BC V6G 1C7, Canada"
760,3016,49.2637838,-123.1393347,2019-07-08T18:37:20.000-07:00,restaurant,bob likes thai food,"{'wheelchair': 'limited', 'addr:housenumber': '1521', 'website': 'http://boblikesthaifood.com', 'phone': '+1-604-558-3320', 'smoking': 'no', 'cuisine': 'thai', 'outdoor_seating': 'no', 'addr:street': 'West Broadway'}","1523 W Broadway, Vancouver, BC V6J 1W6, Canada"
761,3017,49.232429100000004,-123.09037930000001,2017-02-20T05:59:40.000-08:00,restaurant,new bhaia sweet shop and restaurant,"{'wheelchair': 'yes', 'addr:housenumber': '5740', 'website': 'http://newbhaiasweet.com/', 'phone': '+1-604-323-2100', 'smoking': 'no', 'opening_hours': 'Su-Sa 09:30-21:00', 'cuisine': 'indian', 'outdoor_seating': 'no', 'addr:street': 'Fraser Street', 'takeaway': 'yes'}","5740 Fraser St, Vancouver, BC V5W 2Z5, Canada"
762,3020,49.2173905,-122.5917912,2019-12-24T02:09:36.000-08:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}","460-22709 Lougheed Hwy, Maple Ridge, BC V2X 0T5, Canada"
763,3027,49.2838311,-122.82775,2019-09-13T13:57:00.000-07:00,restaurant,gourmet chinese,"{'addr:housenumber': '221', 'cuisine': 'chinese', 'name:en': 'Gourmet Chinese', 'addr:street': 'Ioco Road', 'addr:postcode': 'V3H 2V7', 'addr:unit': '350', 'addr:city': 'Port Moody'}","350-221 Ioco Rd, Port Moody, BC V3H 2V7, Canada"
764,3029,49.2807848,-123.12485600000001,2019-09-13T13:57:00.000-07:00,fast_food,the alley,"{'addr:housenumber': '985', 'drive_through': 'no', 'cuisine': 'bubble_tea', 'addr:street': 'Hornby Street', 'addr:postcode': 'V6Z 1V3', 'addr:city': 'Vancouver'}","985 Hornby St, Vancouver, BC V6Z 3G5, Canada"
765,3032,49.19702720000001,-123.17684779999999,2017-02-21T16:01:40.000-08:00,bar,plaza premium lounge,{'name:en': 'Plaza Premium Lounge'},"3883 Grant McConachie Way, Richmond, BC V7B 1W2, Canada"
766,3033,49.1643491,-122.195644,2017-02-21T16:20:49.000-08:00,restaurant,schnitzelhaus restaurant,"{'addr:housenumber': '37165', 'addr:street': 'Lougheed Highway'}","37191 Lougheed Hwy, Dewdney, BC V0M 1H0, Canada"
767,3035,49.26174,-122.8908435,2017-02-22T02:52:43.000-08:00,cafe,cafe & roastery,{'name:en': 'Cafe & Roastery'},"12-555 Clarke Rd, Coquitlam, BC V3J 3X4, Canada"
768,3036,49.2619903,-122.89051950000001,2017-02-22T02:52:51.000-08:00,restaurant,grand seasons restaurant,"{'cuisine': 'chinese', 'name:en': 'Grand Seasons Restaurant'}","555 Clarke Rd, Coquitlam, BC V3J 3X4, Canada"
769,3037,49.2605857,-122.8892018,2020-01-29T18:38:37.000-08:00,fast_food,panago,"{'brand:wikidata': 'Q17111672', 'brand:wikipedia': 'en:Panago', 'cuisine': 'pizza', 'name:en': 'Panago', 'takeaway': 'yes', 'brand': 'Panago'}","534 Clarke Rd, Coquitlam, BC V3J 3X5, Canada"
770,3041,49.2618209,-122.89076850000001,2017-02-22T02:52:46.000-08:00,restaurant,donair town,"{'cuisine': 'lebanese', 'name:en': 'Donair Town'}","555 Clarke Rd, Coquitlam, BC V3J 3X4, Canada"
771,3045,49.2542287,-122.893754,2017-02-22T03:20:30.000-08:00,fast_food,donair ville & cafe,{'name:en': 'Donair Ville & Cafe'},"205-3355 North Rd, Burnaby, BC V3J 1M3, Canada"
772,3048,49.2998929,-123.1312145,2019-08-04T18:30:35.000-07:00,cafe,ocean wise cafe,{'outdoor_seating': 'yes'},"845 Avison Way, Vancouver, BC V6G 3E2, Canada"
773,3049,49.2476624,-122.8910643,2019-11-28T08:53:16.000-08:00,cafe,sharetea,"{'brand:wikidata': 'Q64827032', 'addr:province': 'BC', 'addr:housenumber': '435Q', 'cuisine': 'bubble_tea', 'name:en': 'Sharetea', 'addr:street': 'North Road', 'takeaway': 'yes', 'brand': 'Sharetea', 'addr:city': 'Coquitlam', 'name:zh': '歇腳亭'}","435Q North Rd, Coquitlam, BC V3K 3V9, Canada"
774,3051,49.1821912,-123.13544850000001,2019-09-02T22:08:26.000-07:00,restaurant,sanpoutei ramen,"{'opening_hours': 'We-Su 11:00-15:00,18:00-22:00', 'name:en': 'Sanpoutei Ramen', 'phone': '+1-604-285-1226', 'name:zh_pinyin': '三寶亭'}","100-4328 Number 3 Rd, Richmond, BC V6X 3L7, Canada"
775,3052,49.178465700000004,-123.13078359999999,2018-02-09T05:00:20.000-08:00,cafe,leisure tea & coffee,"{'opening_hours': 'Mo-Su 12:30-00:30', 'name:en': 'Leisure Tea & Coffee', 'phone': '+1-604-821-9998', 'name:zh_pinyin': '儷舍咖啡'}","1110-8391 Alexandra Rd, Richmond, BC V6X 1C3, Canada"
776,3053,49.162471000000004,-122.65802849999999,2018-01-06T19:03:23.000-08:00,restaurant,mai's vietnamese restaurant,"{'addr:housenumber': '20378', 'website': 'http://www.maisvietnameserestaurant.com/', 'phone': '+1-604-882-9100', 'opening_hours': 'Mo-Su 11:00-21:00', 'cuisine': 'vietnamese', 'name:en': ""Mai's Vietnamese Restaurant"", 'addr:street': '88 Avenue'}","8 88 Ave, Langley City, BC V1M 2Y4, Canada"
777,3054,49.1621825,-122.65794450000001,2018-01-06T19:03:23.000-08:00,restaurant,empire garden chinese restaurant,"{'addr:housenumber': '20378', 'phone': '+1-604-882-1111', 'opening_hours': 'Mo-Th 11:00-22:00; Fr-Su 10:30-22:00', 'cuisine': 'chinese', 'name:en': 'Empire Garden Chinese Restaurant', 'addr:street': '88 Avenue'}","20378 88 Ave, Langley City, BC V1M 2Y4, Canada"
778,3059,49.0576667,-122.46922920000002,2019-09-13T13:56:59.000-07:00,restaurant,cor's 2 for 1 pizza,"{'addr:housenumber': '27256', 'website': 'http://www.corspizza.com', 'phone': '+1-604-857-2626', 'addr:street': 'Fraser Highway', 'addr:postcode': 'V4W 3P8', 'addr:unit': '103', 'addr:city': 'Aldergrove'}","27256 Fraser Hwy, Aldergrove, BC V4W 3P8, Canada"
779,3060,49.2255047,-123.10138359999999,2016-10-27T04:34:35.000-07:00,cafe,roots café,{'name:en': 'Roots Café'},"6502 Main St, Vancouver, BC V5X 3G9, Canada"
780,3064,49.2701699,-123.0568935,2019-09-13T13:56:59.000-07:00,restaurant,song huong,"{'wheelchair': 'no', 'phone': '+1-604-251-1151', 'level': '0', 'cuisine': 'vietnamese', 'addr:street': 'Nanaimo Street', 'addr:postcode': 'V5N 1C3', 'addr:city': 'Vancouver'}","1613 Nanaimo St, Vancouver, BC V5L 4T9, Canada"
781,3065,49.177673,-123.1217574,2020-04-17T21:26:32.000-07:00,restaurant,ajishou japanese cuisine,{'cuisine': 'japanese'},"4791 Mcclelland Rd, Richmond, BC V6X 1C5, Canada"
782,3071,49.2427539,-123.0604213,2019-09-13T13:57:03.000-07:00,restaurant,cafe xu hue,"{'cuisine': 'vietnamese', 'addr:housenumber': '2226', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}","2226 Kingsway, Vancouver, BC V5N 2T7, Canada"
783,3072,49.2428186,-123.0605662,2017-08-11T08:38:26.000-07:00,restaurant,veggie bowl,"{'addr:housenumber': '2222', 'addr:street': 'Kingsway'}","2224 Kingsway, Vancouver, BC V5N 2T7, Canada"
784,3073,49.290442999999996,-123.11765849999999,2017-10-21T18:50:58.000-07:00,cafe,the cockpit,"{'level': '-1', 'name:en': 'The Cockpit'}","Seaplane Terminal, 1055 Canada Pl, Vancouver, BC V6C 0C3, Canada"
785,3078,49.2786525,-123.0986447,2019-09-13T13:57:03.000-07:00,restaurant,the ramen butcher,"{'addr:housenumber': '223', 'addr:street': 'East Georgia Street', 'addr:city': 'Vancouver'}","223 E Georgia St, Vancouver, BC V6A 1Z6, Canada"
786,3079,49.2786612,-123.0989183,2019-09-13T13:57:03.000-07:00,restaurant,fat mao noodles,"{'addr:housenumber': '217', 'addr:street': 'East Georgia Street', 'addr:city': 'Vancouver'}","221 E Georgia St, Vancouver, BC V6A 1Z6, Canada"
787,3080,49.2786408,-123.0980142,2019-09-13T13:57:03.000-07:00,restaurant,mamie taylor's,"{'addr:housenumber': '251', 'addr:street': 'East Georgia Street', 'addr:city': 'Vancouver'}","249 E Georgia St, Vancouver, BC V6A 1Z6, Canada"
788,3081,49.279065700000004,-123.0999382,2019-09-13T13:57:03.000-07:00,restaurant,pacific poke,"{'addr:housenumber': '625', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}","Southbound Main St @ Keefer St, Vancouver, BC V6A 2V4, Canada"
789,3082,49.27935720000001,-123.1002146,2019-09-13T13:57:03.000-07:00,restaurant,juke,"{'addr:housenumber': '182', 'addr:street': 'Keefer Street', 'addr:city': 'Vancouver'}","182 Keefer St, Vancouver, BC V6A 1X4, Canada"
790,3083,49.2805161,-123.1001666,2019-09-13T13:57:03.000-07:00,restaurant,new mitzie's restaurant,"{'addr:housenumber': '179', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","179 E Pender St, Vancouver, BC V6A 1T5, Canada"
791,3084,49.2802926,-123.1009532,2019-09-13T13:57:03.000-07:00,restaurant,sai woo,"{'addr:housenumber': '158', 'website': 'https://saiwoo.ca/', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","160 E Pender St, Vancouver, BC V6A 1T3, Canada"
792,3085,49.2805359,-123.1010107,2019-09-13T13:57:03.000-07:00,restaurant,jade dynasty restaurant,"{'addr:housenumber': '137', 'addr:street': 'East Pender Street', 'addr:city': 'Vancouver'}","137 E Pender St, Vancouver, BC V6A 1T6, Canada"
793,3086,49.2750331,-123.07706999999999,2019-09-13T13:57:03.000-07:00,restaurant,truck stop cafe,"{'addr:housenumber': '1046', 'addr:street': 'Clark Drive', 'addr:city': 'Vancouver'}","1046 Clark Dr, Vancouver, BC V5L 3J9, Canada"
794,3088,49.225550399999996,-123.05427830000001,2019-09-13T13:57:03.000-07:00,restaurant,yu ki bbq kitchen,"{'addr:housenumber': '111-2609', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}","2609 E 49th Ave, Vancouver, BC V5S 1J9, Canada"
795,3089,49.2254057,-123.05351189999999,2019-09-13T13:57:03.000-07:00,restaurant,pho thai ha,"{'addr:housenumber': '2653', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}","2653 E 49th Ave, Vancouver, BC V5S 1J9, Canada"
796,3090,49.22552520000001,-123.05352820000002,2019-09-13T13:57:03.000-07:00,restaurant,bubble waffle cafe,"{'addr:housenumber': '2639', 'addr:street': 'East 49th Avenue', 'addr:city': 'Vancouver'}","2639 E 49th Ave, Vancouver, BC V5S 1J9, Canada"
797,3091,49.2716748,-123.0947341,2020-06-11T20:24:10.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '428', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Terminal Avenue', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}","428 Terminal Ave, Vancouver, BC V6A 0C1, Canada"
798,3092,49.2717323,-123.0948814,2020-06-11T20:24:10.000-07:00,fast_food,taco del mar,"{'brand:wikidata': 'Q7673972', 'addr:housenumber': '420', 'brand:wikipedia': 'en:Taco del Mar', 'cuisine': 'mexican', 'addr:street': 'Terminal Avenue', 'takeaway': 'yes', 'brand': 'Taco Del Mar', 'addr:city': 'Vancouver'}","418 Terminal Ave, Vancouver, BC V6A 3W9, Canada"
799,3093,49.2717729,-123.0951169,2019-09-13T13:57:03.000-07:00,restaurant,bibi's kitchen,"{'addr:housenumber': '418', 'addr:street': 'Terminal Avenue', 'addr:city': 'Vancouver'}","418 Terminal Ave, Vancouver, BC V6A 3W9, Canada"
800,3094,49.323744299999994,-123.1111037,2019-09-13T13:57:03.000-07:00,restaurant,sushi man,"{'addr:housenumber': '1307', 'addr:street': 'Marine Drive', 'addr:city': 'District of North Vancouver'}","1305 Marine Dr, North Vancouver, BC V7P 3E5, Canada"
801,3095,49.323746899999996,-123.11089309999998,2019-09-13T13:57:03.000-07:00,fast_food,quiznos,"{'brand:wikidata': 'Q1936229', 'addr:housenumber': '1303', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'addr:street': 'Marine Drive', 'takeaway': 'yes', 'brand': 'Quiznos', 'addr:city': 'District of North Vancouver'}","1305 Marine Dr, North Vancouver, BC V7P 3E5, Canada"
802,3096,49.3244385,-123.10819070000001,2019-09-13T13:57:03.000-07:00,restaurant,capilano sushi,"{'addr:housenumber': '1240', 'addr:street': 'Marine Drive', 'addr:city': 'District of North Vancouver'}","1240 Marine Dr, North Vancouver, BC V7P 1T2, Canada"
803,3097,49.3244571,-123.1076419,2019-09-13T13:57:03.000-07:00,restaurant,c-lovers fish & chips,"{'addr:housenumber': '1660', 'addr:street': 'Pemberton Avenue', 'addr:city': 'District of North Vancouver'}","1660 Pemberton Ave, North Vancouver, BC V7P 3M1, Canada"
804,3098,49.324062299999994,-123.10878020000001,2019-09-13T13:57:03.000-07:00,restaurant,white spot,"{'brand:wikidata': 'Q7995414', 'addr:housenumber': '107-1226', 'brand:wikipedia': 'en:White Spot', 'cuisine': 'burger', 'addr:street': 'Marine Drive', 'brand': 'White Spot', 'addr:city': 'District of North Vancouver'}","1234 Marine Dr, North Vancouver, BC V7P 1T2, Canada"
805,3101,49.32406760000001,-123.11203259999999,2019-09-13T13:57:03.000-07:00,restaurant,kypriaki mediterranean grill,"{'addr:housenumber': '106-1346', 'addr:street': 'Marine Drive', 'addr:city': 'District of North Vancouver'}","108 Marine Dr, North Vancouver, BC V7P 1T4, Canada"
806,3102,49.323471000000005,-123.11434990000001,2019-09-13T13:57:03.000-07:00,restaurant,pho garden,"{'addr:housenumber': '1469', 'addr:street': 'Marine Drive', 'addr:city': 'District of North Vancouver'}","1453 Marine Dr, North Vancouver, BC V7P 1T5, Canada"
807,3103,49.3233157,-123.11395449999999,2019-09-13T13:57:03.000-07:00,fast_food,mooyah,"{'addr:housenumber': '1431', 'addr:street': 'Marine Drive', 'addr:city': 'District of North Vancouver'}","1431 Marine Dr, North Vancouver, BC V7P 1T5, Canada"
808,3104,49.3237357,-123.1151229,2019-09-13T13:57:03.000-07:00,restaurant,la cucina,"{'addr:housenumber': '1509', 'addr:street': 'Marine Drive', 'addr:city': 'District of North Vancouver'}","1509 Marine Dr, North Vancouver, BC V7P 1T7, Canada"
809,3106,49.323675,-123.107436,2019-09-13T13:57:03.000-07:00,restaurant,jade garden kitchen,"{'addr:housenumber': '1195', 'addr:street': 'Marine Drive', 'addr:city': 'District of North Vancouver'}","1199 Marine Dr, North Vancouver, BC V7P 1S8, Canada"
810,3107,49.3228237,-123.10797620000001,2019-09-13T13:57:03.000-07:00,cafe,bean around the world coffees,"{'addr:housenumber': '105-1575', 'addr:street': 'Pemberton Avenue', 'addr:city': 'District of North Vancouver'}","1595 Pemberton Ave, North Vancouver, BC V7P 2S4, Canada"
811,3108,49.321936,-123.107702,2019-09-13T13:57:03.000-07:00,cafe,corner cafe,"{'addr:housenumber': '1490', 'addr:street': 'Pemberton Avenue', 'addr:city': 'District of North Vancouver'}","1490 Pemberton Ave, North Vancouver, BC V7P 2S1, Canada"
812,3109,49.3172364,-123.10825349999999,2019-09-13T13:57:03.000-07:00,pub,pemberton station neighbourhood pub,"{'addr:housenumber': '135', 'addr:street': 'Pemberton Avenue', 'addr:city': 'North Vancouver'}","135 Pemberton Ave, North Vancouver, BC V7P 2R3, Canada"
813,3110,49.3174516,-123.11202820000001,2019-09-13T13:57:03.000-07:00,restaurant,la taqueria,"{'addr:housenumber': '1305', 'addr:street': 'Welch Street', 'addr:city': 'North Vancouver'}","213 Welch St, North Vancouver, BC V7P 1B3, Canada"
814,3115,49.2189394,-123.09118570000001,2016-12-04T20:46:22.000-08:00,restaurant,dosa hut,"{'cuisine': 'indian', 'addr:housenumber': '7233', 'addr:street': 'Fraser Street'}","7235 Fraser St, Vancouver, BC V5X 1R7, Canada"
