,lat,lon,amenity,name,tags,address,Code,Place,is chain
3949,49.2643682,-123.0116605,fast_food,papa john's,"{'brand:wikidata': 'Q2759586', 'addr:province': 'BC', 'addr:housenumber': '4196', 'brand:wikipedia': ""en:Papa John's Pizza"", 'cuisine': 'pizza', 'addr:street': 'Dawson Street', 'addr:postcode': 'V5C 0A4', 'takeaway': 'yes', 'brand': ""Papa John's"", 'addr:city': 'Burnaby'}","4196 Dawson St, Burnaby, BC V5C 0A4, Canada",V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),True
3950,49.2811797,-123.00882959999998,cafe,jj bean coffee roasters,"{'addr:province': 'BC', 'addr:housenumber': '4299', 'addr:street': 'Hastings Street', 'addr:city': 'Burnaby'}","4299 Hastings St, Burnaby, BC V5C 2J5, Canada",V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),True
3951,49.2677289,-123.0062452,restaurant,panago,{},"1805 Rosser Ave, Burnaby, BC V5C 6R4, Canada",V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),True
3952,49.2678061,-123.0062431,restaurant,pita pit,"{'addr:housenumber': '1805 - #3', 'addr:street': 'Rosser'}","1805 Rosser Ave, Burnaby, BC V5C 6R4, Canada",V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),True
3953,49.2596044,-123.0019382,restaurant,the keg,"{'brand:wikidata': 'Q7744066', 'cuisine': 'steak_house', 'brand': 'The Keg', 'brand:wikipedia': 'en:The Keg'}","4510 Still Creek Ave, Burnaby, BC V5C 0B5, Canada",V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),True
3954,49.2668019,-123.0040541,fast_food,pacific poke,"{'addr:province': 'BC', 'cuisine': 'poke', 'addr:street': 'Lougheed Highway', 'drive_through': 'no', 'addr:city': 'Burnaby'}","4471 Lougheed Hwy, Burnaby, BC V5C 3Z2, Canada",V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),True
3958,49.2668043,-123.0041529,fast_food,pizza pizza,"{'brand:wikidata': 'Q1194143', 'addr:province': 'BC', 'addr:housenumber': '4461', 'brand:wikipedia': 'en:Pizza Pizza', 'drive_through': 'no', 'cuisine': 'pizza', 'addr:street': 'Lougheed Highway', 'takeaway': 'yes', 'brand': 'Pizza Pizza', 'addr:unit': '3', 'addr:city': 'Burnaby'}","4453 BC-7, Burnaby, BC V5C 3Y7, Canada",V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),True
3963,49.2233012,-122.671355,fast_food,tim hortons,{},"725-19800 Lougheed Hwy, Pitt Meadows, BC V3Y 2W1, Canada",V3Y,Pitt Meadows,True
3964,49.2229088,-122.6709902,fast_food,opa! souvlaki,{'cuisine': 'greek'},"745 - 19800 Lougheed Hwy, Pitt Meadows, BC V3Y 2W1, Canada",V3Y,Pitt Meadows,True
3966,49.2216335,-122.6731896,fast_food,vera's burger shack,{'cuisine': 'burger'},"19748 Willow Way, Pitt Meadows, BC V3Y 2L6, Canada",V3Y,Pitt Meadows,True
3974,49.0601698,-122.4932153,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","26391 Fraser Hwy, Aldergrove, BC V4W 2Z7, Canada",V4W,Langley Township East,True
3975,49.103395,-122.4903841,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '26474', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'smoking': 'no', 'cuisine': 'coffee_shop', 'outdoor_seating': 'no', 'addr:street': '56 Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","26474 56 Ave, Langley City, BC V4W 1P2, Canada",V4W,Langley Township East,True
3977,49.0589538,-122.4922744,restaurant,pizza hut,"{'brand:wikidata': 'Q191615', 'cuisine': 'pizza', 'brand': 'Pizza Hut', 'brand:wikipedia': 'en:Pizza Hut'}","26426 Fraser Hwy, Aldergrove, BC V4W 3E2, Canada",V4W,Langley Township East,True
3978,49.0580042,-122.4919543,restaurant,white spot,"{'brand:wikidata': 'Q7995414', 'cuisine': 'burger', 'brand': 'White Spot', 'brand:wikipedia': 'en:White Spot'}","3070 264 St, Aldergrove, BC V4W 3E1, Canada",V4W,Langley Township East,True
3982,49.0591051,-122.4938845,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '26360', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': ""McDonald's""}","26360 Fraser Hwy, Aldergrove, BC V4W 2Z7, Canada",V4W,Langley Township East,True
3984,49.1036721,-122.492054,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '26426', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': '56 Avenue', 'takeaway': 'yes', 'brand': 'Subway'}","26426 264 St, Langley Twp, BC V4W 4A8, Canada",V4W,Langley Township East,True
3987,49.0581533,-122.4939241,fast_food,booster juice,"{'brand:wikidata': 'Q4943796', 'cuisine': 'juice', 'takeaway': 'yes', 'brand': 'Booster Juice', 'brand:wikipedia': 'en:Booster Juice'}","530 30a Ave, Aldergrove, BC V4W 2Z7, Canada",V4W,Langley Township East,True
3988,49.06016210000001,-122.4944377,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","26361 Fraser Hwy, Aldergrove, BC V4W 2Z7, Canada",V4W,Langley Township East,True
3989,49.0601181,-122.4943564,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","26320 Fraser Hwy, Aldergrove, BC V4W 2Z7, Canada",V4W,Langley Township East,True
3990,49.0600466,-122.49384170000002,fast_food,arby's,"{'brand:wikidata': 'Q630866', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': ""Arby's"", 'brand:wikipedia': ""en:Arby's""}","52811 Fraser Hwy, Aldergrove, BC V4W 2Z7, Canada",V4W,Langley Township East,True
3995,49.2191586,-122.9695668,fast_food,papa john's,"{'brand:wikidata': 'Q2759586', 'brand:wikipedia': ""en:Papa John's Pizza"", 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': ""Papa John's"", 'url': 'http://www.papajohnspizza.ca/Menu.aspx?T=t&RestaurantID=7288a6a4-eadc-4854-bfea-12fb1911f6b5'}","6462 Kingsway, Burnaby, BC V5E 1E1, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
3996,49.2196492,-122.9692126,fast_food,a&w,{},"6535 Kingsway, Burnaby, BC V5E 1E1, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
3997,49.2196001,-122.9683007,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","6569 Kingsway, Burnaby, BC V5E 1E1, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
3998,49.2196141,-122.9685904,fast_food,panago,"{'brand:wikidata': 'Q17111672', 'wheelchair': 'yes', 'brand:wikipedia': 'en:Panago', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Panago', 'url': 'https://www.panago.com/'}","6569 Kingsway, Burnaby, BC V5E 1E1, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4001,49.218633,-122.9551616,fast_food,burger king,"{'brand:wikidata': 'Q177054', 'brand:wikipedia': 'en:Burger King', 'cuisine': 'burger', 'name:en': 'Burger King', 'takeaway': 'yes', 'brand': 'Burger King'}","7115 Kingsway, Burnaby, BC V5E 0A6, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4002,49.2186088,-122.95648490000002,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}","115 Kingsway, Burnaby, BC V5E 0A6, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4003,49.2195995,-122.9680176,fast_food,church's chicken,"{'brand:wikidata': 'Q1089932', 'addr:housenumber': '103-6591', 'brand:wikipedia': ""en:Church's Chicken"", 'drive_through': 'no', 'cuisine': 'chicken', 'addr:street': 'Kingsway', 'takeaway': 'yes', 'brand': ""Church's Chicken"", 'addr:city': 'Burnaby'}","6591 Kingsway, Burnaby, BC V5E 1E1, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4004,49.2186313,-122.955309,fast_food,cora,{'name:en': 'Cora'},"310-7155 Kingsway, Burnaby, BC V5E 0A6, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4008,49.2186352,-122.9554239,bar,menchies frozen yoghurt,{'name:en': 'Menchies Frozen Yoghurt'},"310-7155 Kingsway, Burnaby, BC V5E 0A6, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4011,49.2393218,-122.9635447,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '5093', 'website': 'http://www.subway.com/', 'phone': '+1-604-540-6449', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 07:00-22:00; Sa, Su 08:00-22:00', 'cuisine': 'sandwich', 'addr:street': 'Canada Way', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Burnaby'}","5093 Canada Way, Burnaby, BC V5E 3N1, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4014,49.2188492,-122.9645805,restaurant,deer garden signatures,"{'addr:housenumber': '7150', 'addr:street': 'Sperling Avenue', 'addr:city': 'Burnaby'}","7150 Sperling Ave, Burnaby, BC V5E 2W5, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4020,49.219026,-122.9666739,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","6641 BC-1A, Burnaby, BC V5E 1E2, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4023,49.2186099,-122.9567528,fast_food,subway,"{'brand:wikidata': 'Q244457', 'website': 'http://www.subway.com/', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}","115 Kingsway, Burnaby, BC V5E 0A6, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4027,49.224174100000006,-122.9417202,fast_food,Subway,{'cuisine': 'pizza'},"7235 Canada Way, Burnaby, BC V5E 3R7, Canada",V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),True
4028,49.2218138,-122.9969317,fast_food,domino's,"{'brand:wikidata': 'Q839466', 'delivery': 'yes', 'brand:wikipedia': ""en:Domino's Pizza"", 'drive_through': 'no', 'cuisine': 'pizza', 'short_name': ""Domino's"", 'takeaway': 'yes', 'brand': ""Domino's""}","4732 Imperial St, Burnaby, BC V5J 1C2, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4030,49.2204967,-122.9757219,restaurant,triple o's,"{'wheelchair': 'yes', 'delivery': 'no', 'addr:housenumber': '6038', 'website': 'https://www.whitespot.ca', 'drive_through': 'yes', 'opening_hours': 'Mo-Su 08:00-23:00', 'outdoor_seating': 'yes', 'addr:street': 'Kingsway', 'takeaway': 'yes', 'capacity': '60'}","6038 Kingsway, Burnaby, BC V5J 1H3, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4033,49.1999678,-122.9802018,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '7380', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","7382 Market Crossing, Burnaby, BC V5J 0A2, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4034,49.1987317,-122.9768452,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:unit': '400', 'addr:housenumber': '5761', 'opening_hours': 'Mo-Fr 05:30-19:30; Sa 06:30-19:30; Su 07:00-18:30', 'outdoor_seating': 'yes', 'addr:street': 'Marine Way', 'brand': 'Starbucks'}","5761 Marine Way, Burnaby, BC V5J, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4035,49.1980237,-122.97853390000002,restaurant,pizza hut,"{'brand:wikidata': 'Q191615', 'addr:housenumber': '170-7515', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Pizza Hut'}","7515 Market Crossing, Burnaby, BC V5J 3J4, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4038,49.1992381,-122.9792371,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '7585', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'opening_hours': 'Mo-Fr 05:00-22:00; Sa 06:00-22:00; Su 06:00-21:00', 'cuisine': 'coffee_shop', 'addr:street': 'Market Crossing', 'takeaway': 'yes', 'brand': 'Starbucks'}","7581 Market Crossing, Burnaby, BC V5J 3J4, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4043,49.214159,-122.9890244,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","7645 Royal Oak Ave, Burnaby, BC V5J 4K2, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4045,49.1980528,-122.978715,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '150-7515', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway'}","7515 Market Crossing, Burnaby, BC V5J 3J4, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4047,49.2007348,-122.9812202,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '7360', 'website': 'http://www.mcdonalds.ca/', 'phone': '+1-604-453-5530', 'brand:wikipedia': ""en:McDonald's"", 'drive_through': 'yes', 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Market Crossing', 'takeaway': 'yes', 'brand': ""McDonald's""}","7362 Market Crossing, Burnaby, BC V5J 5C8, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4050,49.1983722,-122.9781715,ice_cream,marble slab creamery,"{'brand:wikidata': 'Q17020087', 'cuisine': 'ice_cream', 'addr:housenumber': '7527', 'brand': 'Marble Slab Creamery', 'brand:wikipedia': 'en:Marble Slab Creamery'}","7525 Market Crossing, Burnaby, BC V5J 3J4, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4054,49.2014501,-122.9819222,restaurant,cactus club,"{'opening_hours': 'Mo-Th 11:00-24:00; Fr 11:00-01:00; Sa 11:30-01:00; Su 11:30-24:00', 'addr:housenumber': '7320', 'website': 'https://www.cactusclubcafe.com/location/byrne-road/', 'addr:street': 'Market Crossing', 'phone': '+1-604-430-5000'}","7320 Market Crossing, Burnaby, BC V5J 3J4, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4055,49.2057308,-123.0105665,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '8607', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Glenlyon Parkway', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:city': 'Burnaby'}","8607 Glenlyon Pkwy, Burnaby, BC V5J 0B6, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4056,49.2059018,-123.0110355,fast_food,quesada,"{'brand:wikidata': 'Q66070360', 'official_name': 'Quesada Burritos & Tacos', 'addr:housenumber': '8605', 'cuisine': 'mexican', 'addr:street': 'Glenlyon Parkway', 'takeaway': 'yes', 'brand': 'Quesada', 'addr:city': 'Burnaby'}","8605 Glenlyon Pkwy, Burnaby, BC V5J 0B9, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4057,49.20590410000001,-123.0111841,restaurant,freshii,"{'brand:wikidata': 'Q5503051', 'addr:housenumber': '8605', 'brand:wikipedia': 'en:Freshii', 'cuisine': 'salad', 'addr:street': 'Glenlyon Parkway', 'brand': 'Freshii', 'addr:unit': '4', 'addr:city': 'Burnaby'}","8605 Glenlyon Pkwy, Burnaby, BC V5J 0B9, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4058,49.220423,-122.9733465,cafe,coco fresh tea & juice,"{'addr:province': 'BC', 'addr:housenumber': '6231', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}","6231 Kingsway, Burnaby, BC V5J 4W6, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4059,49.22036129999999,-122.9730718,cafe,xing fu tang,"{'addr:province': 'BC', 'addr:housenumber': '6271', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}","6271 Kingsway, Burnaby, BC V5J 4W6, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4062,49.1981032,-122.9791138,fast_food,mucho burrito,"{'brand:wikidata': 'Q65148332', 'website': 'https://muchoburrito.com', 'opening_hours': 'Su-Th 10:30-22:00, Fr-Sa 10:30-23:00', 'cuisine': 'mexican', 'takeaway': 'yes', 'brand': 'Mucho Burrito'}","100-7515 Market Crossing, Burnaby, BC V5J 0A3, Canada",V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),True
4065,49.2256116,-123.0777236,fast_food,kfc,"{'brand:wikidata': 'Q524757', 'alt_name': 'Kentucky Fried Chicken', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'takeaway': 'yes', 'brand': 'KFC'}","6491 Knight St, Vancouver, BC V5W 2J6, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4066,49.23326779999999,-123.1012746,fast_food,subway,{'website': 'http://www.subway.com'},"5698 Main St, Vancouver, BC V5W 2S7, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4068,49.23081060000001,-123.0908083,fast_food,little caesars,"{'brand:wikidata': 'Q1393809', 'addr:housenumber': '5927', 'website': 'https://littlecaesars.ca/', 'brand:wikipedia': 'en:Little Caesars', 'cuisine': 'pizza', 'addr:street': 'Fraser Street', 'brand': 'Little Caesars'}","5919 Fraser St, Vancouver, BC V5W 2Z6, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4070,49.2311162,-123.0904218,fast_food,tim hortons,{},"5896 Fraser St, Vancouver, BC V5W 2Z5, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4071,49.2325226,-123.090106,fast_food,church's chicken,"{'addr:housenumber': '5704', 'website': 'http://www.churchschickenbc.ca/index.php?option=com_sobi2&sobi2Task=sobi2Details&sobi2Id=16&Itemid=64', 'addr:street': 'Fraser Street'}","5704 Fraser Street, E 41st Ave, Vancouver, BC V5W 2Z5, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4072,49.2284031,-123.0908169,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '6191', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Fraser Street', 'takeaway': 'yes', 'brand': 'Subway'}","6191 Fraser St, Vancouver, BC V5W 2Z9, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4078,49.227687,-123.0904914,restaurant,deer garden signatures,"{'addr:housenumber': '6270', 'addr:street': 'Fraser Street', 'addr:city': 'Vancouver'}","6270 Fraser St, Vancouver, BC V5W 3A1, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4081,49.2266714,-123.0905213,fast_food,freshslice pizza,"{'brand:wikidata': 'Q5503082', 'addr:housenumber': '6374', 'brand:wikipedia': 'en:Freshslice Pizza', 'drive_through': 'no', 'opening_hours': 'Mo-Su 10:00-24:00', 'cuisine': 'pizza', 'outdoor_seating': 'no', 'addr:street': 'Fraser Street', 'takeaway': 'yes', 'brand': 'Freshslice Pizza'}","6374 Fraser St, Vancouver, BC V5W 3A4, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4084,49.230899,-123.0907977,fast_food,dairy queen,{},"5907 Fraser St, Vancouver, BC V5W 2Z6, Canada",V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),True
4093,49.3069368,-122.9533963,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}","Southbound N Dollarton Hwy at Dollar Rd, North Vancouver, BC V7G 1M9, Canada",V7G,North Vancouver Outer East,True
4106,49.30560429999999,-123.0184387,cafe,starbucks,"{'cuisine': 'coffee_shop', 'addr:housenumber': '2100', 'addr:street': 'Old Dollarton Road', 'addr:unit': '102', 'addr:city': 'North Vancouver'}","2180 Dollarton Hwy N, North Vancouver, BC V7G 1M9, Canada",V7G,North Vancouver Outer East,True
4117,49.2781282,-122.8112429,fast_food,burger king,"{'brand:wikidata': 'Q177054', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'Burger King', 'brand:wikipedia': 'en:Burger King'}","2735 BC-7A, Coquitlam, BC V3E 1K9, Canada",V3E,Port Coquitlam North,True
4118,49.2782009,-122.81155420000002,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","2733 BC-7A, Coquitlam, BC V3E 1K9, Canada",V3E,Port Coquitlam North,True
4122,49.29604310000001,-122.8036307,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","1426 Parkway Blvd, Coquitlam, BC V3E 3L8, Canada",V3E,Port Coquitlam North,True
4123,49.2961888,-122.8035842,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","1410 Parkway Blvd, Coquitlam, BC V3E 3J7, Canada",V3E,Port Coquitlam North,True
4127,49.27816710000001,-122.8141469,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'internet_access': 'yes', 'brand:wikipedia': 'en:Tim Hortons', 'internet_access:fee': 'no', 'smoking': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","105-2635 Barnet Hwy, Coquitlam, BC V3E 1K9, Canada",V3E,Port Coquitlam North,True
4129,49.3050257,-123.01440259999998,fast_food,tim hortons,{},"207 Riverside Dr W, North Vancouver, BC V7H 3A7, Canada",V7H,North Vancouver Inner East,True
4135,49.3066055,-123.0087435,fast_food,subway,"{'addr:housenumber': '2455', 'addr:street': 'Dollarton Highway', 'addr:unit': '120', 'addr:city': 'North Vancouver'}","2453 Dollarton Hwy, North Vancouver, BC V7H 1W7, Canada",V7H,North Vancouver Inner East,True
4137,49.3163612,-122.9706521,fast_food,little caesars,"{'brand:wikidata': 'Q1393809', 'brand:wikipedia': 'en:Little Caesars', 'drive_through': 'no', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Little Caesars', 'operator': 'Little Caesars'}","3650 Mt Seymour Pkwy #174, North Vancouver, BC V7H 2Y4, Canada",V7H,North Vancouver Inner East,True
4138,49.3164521,-122.969311,fast_food,a&w,"{'brand:wikidata': 'Q2818848', 'brand:wikipedia': 'en:A&W (Canada)', 'drive_through': 'no', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'A&W', 'operator': 'A&W'}","1133 Mt Seymour Rd, North Vancouver, BC V7H 2Y5, Canada",V7H,North Vancouver Inner East,True
4139,49.3162935,-122.9711673,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'operator': 'Subway'}","3650 Mt Seymour Pkwy #200, North Vancouver, BC V7H 2Y5, Canada",V7H,North Vancouver Inner East,True
4141,49.3176174,-122.9698413,cafe,bean around the world,"{'addr:unit': '110', 'outdoor_seating': 'yes'}","112-1151 Mt Seymour Rd, North Vancouver, BC V7H 2Y4, Canada",V7H,North Vancouver Inner East,True
4147,49.2796709,-123.1221195,fast_food,harvey's,"{'brand:wikidata': 'Q1466184', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""Harvey's"", 'brand:wikipedia': ""en:Harvey's""}","946 Granville St, Vancouver, BC V6Z 1L2, Canada",V6Z,Vancouver (SW Downtown),True
4160,49.2798153,-123.1236381,restaurant,freshii,"{'brand:wikidata': 'Q5503051', 'brand:wikipedia': 'en:Freshii', 'opening_hours': 'Mo-Fr 11:00-20:00; Sa-Su 11:00-17:00', 'cuisine': 'salad', 'name:en': 'Freshii', 'addr:street': 'Nelson Street', 'brand': 'Freshii'}","755 Nelson St, Vancouver, BC V6Z 1V3, Canada",V6Z,Vancouver (SW Downtown),True
4163,49.280548,-123.1213662,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'addr:postcode': 'V6Z 1K7', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '891', 'phone': '+1-604-718-1062', 'drive_through': 'no', 'opening_hours': '24/7', 'addr:street': 'Granville Street', 'brand': ""McDonald's""}","891 Granville St, Vancouver, BC V6Z 1K7, Canada",V6Z,Vancouver (SW Downtown),True
