,lat,lon,timestamp,amenity,name,tags
2401,49.2658558,-123.2544402,2011-09-30T04:53:02.000-07:00,restaurant,triple o's,"{'wheelchair': 'yes', 'cuisine': 'burger'}"
2402,49.2601863,-123.2483972,2011-02-23T20:41:46.000-08:00,fast_food,tim hortons,{'wheelchair': 'yes'}
2408,49.0904049,-123.0780785,2019-06-09T18:54:20.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks', 'brand:wikipedia': 'en:Starbucks'}"
2409,49.090412,-123.0782287,2019-06-09T18:54:20.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}"
2412,49.0896971,-123.0421766,2010-06-11T00:59:12.000-07:00,bar,sundance pub,{}
2414,49.1616399,-123.1358929,2020-01-06T02:05:04.000-08:00,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'takeaway': 'yes', 'addr:city': 'Richmond', 'addr:housenumber': '7120', 'phone': '+1-604-718-1045', 'drive_through': 'yes', 'smoking': 'no', 'opening_hours': '24/7', 'outdoor_seating': 'yes', 'addr:street': 'No. 3 Road', 'brand': ""McDonald's""}"
2415,49.1722688,-123.1361069,2019-10-29T03:23:55.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Richmond', 'addr:housenumber': '8111', 'outdoor_seating': 'yes', 'addr:street': 'Ackroyd Road', 'brand': 'Starbucks'}"
2417,49.1711386,-123.1360519,2019-10-29T03:23:55.000-07:00,restaurant,boston pizza,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza', 'addr:city': 'Richmond'}"
2418,49.1712706,-123.1358928,2019-10-29T03:23:55.000-07:00,cafe,blenz coffee,{'addr:city': 'Richmond'}
2421,49.1540431,-123.1249608,2010-06-12T03:12:14.000-07:00,fast_food,a&w,{}
2422,49.1343339,-123.0651422,2019-09-13T13:56:49.000-07:00,restaurant,the old spaghetti factory,"{'cuisine': 'italian', 'addr:housenumber': '14200', 'addr:street': 'Entertainment Boulevard', 'addr:unit': '110', 'addr:city': 'Richmond'}"
2425,49.1717889,-123.1359234,2019-05-27T13:45:24.000-07:00,restaurant,white spot,"{'brand:wikidata': 'Q7995414', 'cuisine': 'burger', 'brand': 'White Spot', 'brand:wikipedia': 'en:White Spot'}"
2429,49.1552993,-123.123732,2017-08-19T05:15:41.000-07:00,fast_food,church's chicken,{'cuisine': 'chicken'}
2431,49.1321157,-123.0947566,2019-08-24T15:12:34.000-07:00,fast_food,quiznos,"{'brand:wikidata': 'Q1936229', 'brand:wikipedia': 'en:Quiznos', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Quiznos', 'addr:unit': '3130'}"
2432,49.1322997,-123.0914934,2019-08-24T15:12:34.000-07:00,fast_food,taco del mar,"{'brand:wikidata': 'Q7673972', 'cuisine': 'mexican', 'takeaway': 'yes', 'brand': 'Taco Del Mar', 'brand:wikipedia': 'en:Taco del Mar'}"
2433,49.1319272,-123.0916924,2014-02-19T01:50:24.000-08:00,restaurant,original joe's,{}
2437,49.0904352,-123.0723913,2017-04-29T06:19:19.000-07:00,pub,the landing pub & grill,"{'wheelchair': 'limited', 'shop': 'alcohol'}"
2438,49.0905831,-123.0857057,2016-06-08T19:47:09.000-07:00,fast_food,panago pizza,"{'cuisine': 'pizza', 'website': 'http://www.panago.ca'}"
2439,49.0894108,-123.0802013,2019-07-06T07:48:56.000-07:00,fast_food,little caesars,"{'brand:wikidata': 'Q1393809', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': 'Little Caesars', 'brand:wikipedia': 'en:Little Caesars'}"
2440,49.0359205,-123.0691691,2019-09-25T19:59:23.000-07:00,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'addr:housenumber': '1815', 'website': 'http://www.mcdonalds.ca/', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'addr:street': '56 Street', 'takeaway': 'yes', 'brand': ""McDonald's""}"
2450,49.1644702,-123.1361623,2020-04-17T20:57:09.000-07:00,restaurant,ihop,"{'brand:wikidata': 'Q1185675', 'addr:housenumber': '6780', 'website': 'http://data.gointranet.com/cgi-bin/unitloc/ihop/locator.cgi?cpage=main.html&cu=ejeske&cl=304', 'brand:wikipedia': 'en:IHOP', 'cuisine': 'breakfast;pancake', 'addr:street': 'Number 3 Road', 'brand': 'IHOP'}"
2451,49.1708265,-123.136968,2019-09-13T13:56:49.000-07:00,restaurant,empire seafood restaurant,"{'note': 'Open 7 days a week (including Christmas Day)', 'addr:housenumber': '200-5951', 'website': 'http://www.empirerestaurant.ca/', 'smoking': 'no', 'opening_hours': '09:00-15:00; 17:30-22:30', 'cuisine': 'chinese', 'addr:street': 'Number 3 Road', 'addr:postcode': 'V6X 2E3', 'addr:city': 'Richmond'}"
2452,49.1916327,-123.1309602,2018-02-05T23:00:12.000-08:00,restaurant,italian tomato,"{'cuisine': 'italian', 'website': 'http://www.italiantomato.ca/', 'phone': '+1-604-247-0040'}"
2453,49.1445825,-123.0923099,2015-06-03T10:15:01.000-07:00,fast_food,kong's kitchen,{'cuisine': 'chinese'}
2456,49.2267483,-123.128868,2012-03-21T05:51:05.000-07:00,fast_food,a&w,{'cuisine': 'burger'}
2459,49.1705244,-123.1569694,2010-06-12T17:44:10.000-07:00,cafe,golden coin,{}
2465,49.2835819,-123.1040678,2018-04-27T06:46:24.000-07:00,restaurant,local public eatery,"{'wheelchair': 'no', 'website': 'http://www.chillwinston.com'}"
2466,49.2832515,-123.105379,2016-06-04T21:24:34.000-07:00,bar,gringo,{}
2488,49.2796709,-123.1221195,2019-08-29T17:59:17.000-07:00,fast_food,harvey's,"{'brand:wikidata': 'Q1466184', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""Harvey's"", 'brand:wikipedia': ""en:Harvey's""}"
2489,49.2475507,-123.1013532,2018-12-20T02:09:24.000-08:00,restaurant,restaurant yugo,"{'cuisine': 'japanese', 'addr:housenumber': '4265', 'addr:street': 'Main Street', 'phone': '+1-604-620-7878'}"
2492,49.2332678,-123.1012746,2016-06-07T20:59:04.000-07:00,fast_food,subway,{'website': 'http://www.subway.com'}
2493,49.2347512,-123.1582643,2019-12-26T22:15:17.000-08:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2514,49.2729377,-123.0997917,2019-11-15T18:17:54.000-08:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.com/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'internet_access:fee': 'no', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '201', 'opening_hours': 'Mo-Sa 06:00-20:00; Su 06:00-19:00', 'brand': 'Starbucks'}"
2516,49.2739585,-123.0980509,2020-06-11T20:24:10.000-07:00,fast_food,a&w,"{'brand:wikidata': 'Q2818848', 'website': 'http://www.aw.ca', 'internet_access': 'wlan', 'brand:wikipedia': 'en:A&W (Canada)', 'opening_hours': 'Mo-Fr 06:00-20:00; Sa 07:30-20:00; Su 08:00-20:00', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'A&W'}"
2517,49.2665769,-123.2501701,2019-02-25T20:17:02.000-08:00,pub,the pit,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'addr:housenumber': '6133', 'website': 'https://www.ams.ubc.ca/foodanddrink/the-pit/', 'phone': '+1-604-822-6511', 'smoking': 'no', 'opening_hours': 'Mo,Tu,Th 11:30-23:00; We 11:30-02:00; Fr 11:30-01:00', 'addr:street': 'University Boulevard', 'layer': '-1'}"
2518,49.2730825,-123.1039764,2019-07-17T21:24:14.000-07:00,fast_food,white spot triple o's,"{'cuisine': 'burger', 'website': 'http://www.whitespot.com', 'phone': '+1-604-310-SPOT'}"
2519,49.26437,-123.1674354,2019-08-29T18:45:23.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'website': 'https://www.starbucks.com/', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
2522,49.2838013,-123.1158299,2018-10-26T20:30:41.000-07:00,fast_food,urban sushi,"{'addr:housenumber': '562', 'website': 'http://www.urbansushi.com', 'phone': '+1-604-806-6218', 'opening_hours': 'Mo-Fr 11:00-20:00; Sa 11:30-19:30', 'cuisine': 'sushi', 'addr:street': 'Granville Street', 'addr:postcode': 'V6C 1W6', 'email': 'info@urbansushi.com'}"
2523,49.283684,-123.1159815,2016-06-09T02:51:52.000-07:00,cafe,caffe artigiano,"{'addr:housenumber': '574', 'addr:street': 'Granville Street'}"
2524,49.2848065,-123.1143227,2016-06-09T02:51:46.000-07:00,cafe,trees coffee,"{'addr:housenumber': '450', 'addr:street': 'Granville Street'}"
2525,49.2847372,-123.1144476,2016-06-09T02:51:47.000-07:00,cafe,creme de la crumb,"{'addr:housenumber': '466', 'addr:street': 'Granville Street'}"
2530,49.0323555,-122.8669141,2019-01-11T07:29:16.000-08:00,cafe,starbucks - ocean park,"{'opening_hours': 'Mo-Sa 05:30-20:30; Su 06:00-20:30', 'cuisine': 'coffee_shop'}"
2531,49.0334416,-122.8008794,2019-01-11T07:31:25.000-08:00,cafe,starbucks - whiterock,"{'opening_hours': 'Mo-Su 05:30-21:30', 'cuisine': 'coffee_shop', 'addr:housenumber': '1730', 'addr:street': '152 Street'}"
2533,49.0246535,-122.8013247,2019-01-15T14:30:02.000-08:00,cafe,islands café,"{'opening_hours': 'Mo-Fr 07:00-17:00; Sa 07:30-17:00; Su 08:00-17:00', 'cuisine': 'coffee', 'addr:housenumber': '1237', 'addr:street': 'Johnston Road', 'addr:city': 'White Rock'}"
2540,49.0953173,-122.6241169,2019-09-23T20:13:59.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '21612', 'phone': '+1-604-533-1606', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'yes', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2541,49.1623763,-122.6603266,2019-09-23T20:13:22.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '20250', 'internet_access': 'wlan', 'phone': '+1-604-888-7101', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': '88 Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2542,49.1196856,-122.6912218,2019-06-03T03:16:01.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '19171', 'internet_access': 'wlan', 'phone': '+1-604-574-1812', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2543,49.1247605,-122.7048284,2019-09-04T03:34:36.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '18682', 'internet_access': 'wlan', 'phone': '+1-778-571-0394', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'Fraser Highway', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2544,49.1636149,-122.8780219,2019-06-25T02:54:10.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '12467', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'smoking': 'no', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': '88 Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2545,49.150248500000004,-122.8899397,2019-06-24T21:43:20.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '8080', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'Scott Road', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2548,49.2714968,-123.1006411,2017-08-22T06:13:26.000-07:00,pub,dubh linn gate,"{'name:en': 'Dubh Linn Gate', 'addr:street': 'Main Street'}"
2551,49.2730334,-123.1003915,2018-04-27T06:46:29.000-07:00,fast_food,a&w,"{'opening_hours': '24/7', 'name:en': 'A&W'}"
2560,49.2506688,-122.8967172,2019-09-27T12:21:02.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'name:en': 'Tim Hortons', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2568,49.324043,-123.1099144,2019-09-12T16:34:50.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
2569,49.3239681,-123.1028264,2019-12-27T00:25:12.000-08:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'cuisine': 'sandwich', 'outdoor_seating': 'no', 'takeaway': 'yes', 'brand': 'Subway'}"
2570,49.3232543,-123.1137594,2019-09-12T16:34:50.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'delivery': 'no', 'brand:wikipedia': 'en:Tim Hortons', 'drive_through': 'no', 'cuisine': 'coffee_shop', 'outdoor_seating': 'no', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
2575,49.0684981,-122.3585303,2017-01-04T04:56:57.000-08:00,pub,townline taphouse and grill,"{'website': 'http://www.townlinetaphouse.com', 'level': '1', 'addr:unit': '202'}"
2577,49.3107221,-123.0812615,2017-01-05T16:35:07.000-08:00,cafe,bean around the world,{'name:en': 'Bean Around The World'}
2578,49.2814148,-123.1194673,2019-09-13T13:57:00.000-07:00,cafe,café crêpe,"{'name:en': 'Café Crêpe', 'outdoor_seating': 'yes', 'addr:city': 'Vancouver'}"
2580,49.2881125,-123.1146371,2017-03-18T01:54:53.000-07:00,cafe,,{}
2581,49.2287941,-123.0049323,2018-04-21T17:32:38.000-07:00,fast_food,fung may,"{'addr:housenumber': '2301', 'name:en': 'Fung May'}"
2582,49.2287507,-123.0049404,2018-04-21T17:32:38.000-07:00,bar,tea plus,"{'addr:housenumber': '2122', 'name:en': 'Tea Plus'}"
2583,49.2287084,-123.0049519,2017-03-22T04:32:27.000-07:00,fast_food,hana sushi,"{'addr:housenumber': '2121', 'name:en': 'Hana Sushi'}"
2584,49.2286381,-123.0049694,2017-03-22T04:32:31.000-07:00,fast_food,bo wah,"{'addr:housenumber': '2119', 'name:en': 'Bo Wah'}"
2585,49.228604,-123.004979,2017-03-22T04:32:32.000-07:00,fast_food,shanghai,"{'addr:housenumber': '2118', 'name:en': 'Shanghai'}"
2586,49.2284585,-123.0049954,2017-03-22T04:32:40.000-07:00,bar,bubble waffle,"{'addr:housenumber': '2111', 'name:en': 'Bubble Waffle'}"
2587,49.2286289,-123.0051138,2017-03-22T04:32:48.000-07:00,fast_food,yunnan,"{'addr:housenumber': '2128', 'name:en': 'Yunnan'}"
2588,49.2286458,-123.005225,2017-03-22T04:33:45.000-07:00,fast_food,seafood house,"{'addr:housenumber': '2130', 'name:en': 'Seafood House'}"
2590,49.2286561,-123.0052821,2017-03-22T04:33:47.000-07:00,fast_food,99 bbq,"{'addr:housenumber': '2131', 'name:en': '99 Bbq'}"
2591,49.2288936,-123.0050917,2017-03-22T04:33:57.000-07:00,bar,the juice corner,"{'addr:housenumber': '2303', 'name:en': 'The Juice Corner'}"
2592,49.228841,-123.0053282,2017-03-22T04:33:59.000-07:00,fast_food,shaxian,"{'addr:housenumber': '2139', 'name:en': 'Shaxian'}"
2594,49.2285714,-123.0049909,2017-03-22T04:32:34.000-07:00,bar,paradise juice,"{'addr:housenumber': '2117', 'name:en': 'Paradise Juice'}"
2595,49.2288199,-123.0050014,2018-04-21T17:32:38.000-07:00,fast_food,best noodle,"{'addr:housenumber': '2302', 'name:en': 'Best Noodle'}"
2596,49.2286742,-123.0049603,2017-03-22T04:32:29.000-07:00,fast_food,happy ice,"{'addr:housenumber': '2120', 'name:en': 'Happy Ice'}"
2597,49.2285385,-123.0050018,2018-04-21T17:32:38.000-07:00,fast_food,want want,"{'addr:housenumber': '2116', 'name:en': 'Want Want'}"
2598,49.228506,-123.0050182,2018-04-21T17:32:38.000-07:00,fast_food,chao shou,"{'addr:housenumber': '2113', 'name:en': 'Chao Shou'}"
2599,49.2284711,-123.0050421,2018-04-21T17:32:38.000-07:00,fast_food,delicious b.b.q.,"{'addr:housenumber': '2112', 'name:en': 'Delicious B.b.q.'}"
2600,49.2284351,-123.0049538,2017-03-22T04:32:42.000-07:00,fast_food,shanghai dimsum,"{'addr:housenumber': '2110', 'name:en': 'Shanghai Dimsum'}"
2601,49.228504,-123.0051068,2017-03-22T04:32:43.000-07:00,bar,cherry tea & icy bar,"{'addr:housenumber': '2123', 'name:en': 'Cherry Tea & Icy Bar'}"
2602,49.2285425,-123.0050834,2017-03-22T04:32:44.000-07:00,fast_food,huaxi,"{'addr:housenumber': '2126', 'name:en': 'Huaxi'}"
2603,49.2285812,-123.0050567,2018-04-26T01:27:08.000-07:00,fast_food,ipoh bean sprout chicken,"{'addr:housenumber': '2127', 'name:en': 'Ipoh Bean', 'level': '1'}"
2604,49.2286375,-123.0051671,2017-03-22T04:33:44.000-07:00,fast_food,kingspark,"{'addr:housenumber': '2129', 'name:en': 'Kingspark'}"
2605,49.2294159,-123.0052821,2017-03-22T04:34:27.000-07:00,restaurant,blazing flame,"{'addr:housenumber': '2228', 'name:en': 'Blazing Flame'}"
2609,49.2287034,-123.0044511,2017-03-22T04:34:33.000-07:00,bar,ginseng spirit,"{'addr:housenumber': '2805', 'name:en': 'Ginseng Spirit'}"
2613,49.2286665,-123.005335,2017-03-22T04:33:48.000-07:00,fast_food,kasuga,"{'addr:housenumber': '2132', 'name:en': 'Kasuga'}"
2614,49.228678,-123.0053886,2017-03-22T04:33:50.000-07:00,fast_food,tasty harmony,"{'addr:housenumber': '2133', 'name:en': 'Tasty Harmony'}"
2615,49.2286927,-123.0054378,2017-03-22T04:33:51.000-07:00,fast_food,house teppan,"{'addr:housenumber': '2135', 'name:en': 'House Teppan'}"
2616,49.2287391,-123.0054119,2017-03-22T04:33:53.000-07:00,fast_food,gullin rice,"{'addr:housenumber': '2136', 'name:en': 'Gullin Rice'}"
2617,49.2287753,-123.0053832,2017-03-22T04:33:54.000-07:00,fast_food,takeda ya ramen,"{'addr:housenumber': '2137', 'name:en': 'Takeda Ya Ramen'}"
2618,49.228809,-123.0053618,2017-03-22T04:33:56.000-07:00,fast_food,ba shu,"{'addr:housenumber': '2138', 'name:en': 'Ba Shu'}"
2619,49.2290042,-123.0054102,2017-03-18T04:39:14.000-07:00,restaurant,grand crystal seafood,{'name:en': 'Grand Crystal Seafood'}
2620,49.2289043,-123.0052233,2017-03-22T04:34:00.000-07:00,bar,shiny tea,"{'addr:housenumber': '2211', 'name:en': 'Shiny Tea'}"
2627,49.2314876,-123.0052432,2020-06-17T23:06:52.000-07:00,cafe,ha cafe,{'name:en': 'Ha Cafe'}
2631,49.2310583,-123.0061034,2017-03-19T02:36:58.000-07:00,fast_food,donair delight,{'name:en': 'Donair Delight'}
2633,49.2310155,-123.0061518,2019-05-29T18:10:20.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}"
2634,49.2305371,-123.007442,2019-05-27T03:58:22.000-07:00,restaurant,nando's,"{'brand:wikidata': 'Q3472954', 'addr:housenumber': '4334', 'website': 'https://www.nandos.ca/eat/restaurants/kingsway', 'phone': '+1-604-434-6220', 'brand:wikipedia': ""en:Nando's"", 'opening_hours': 'Mo-Th 11:00-22:00; Fr-Sa 11:00-22:30; Su 11:00-22:00', 'cuisine': 'chicken;portuguese', 'name:en': ""Nando's"", 'addr:street': 'Kingsway', 'brand': ""Nando's""}"
2635,49.2311591,-123.0067745,2017-03-19T02:33:30.000-07:00,restaurant,hon sushi,{'name:en': 'Hon Sushi'}
2636,49.1883248,-122.9517415,2019-07-15T03:19:59.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'delivery': 'no', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}"
2637,49.1865335,-122.955912,2017-03-19T05:55:51.000-07:00,restaurant,racebook,{'name:en': 'Racebook'}
2638,49.1865802,-122.9557712,2017-03-19T05:55:53.000-07:00,restaurant,match,{'name:en': 'Match'}
2639,49.1866464,-122.9555872,2017-03-19T05:55:54.000-07:00,restaurant,shang noodle house,{'name:en': 'Shang Noodle House'}
2640,49.1867104,-122.9554208,2017-03-19T05:55:55.000-07:00,restaurant,kirin,{'name:en': 'Kirin'}
2645,49.1858217,-122.956558,2017-03-19T05:56:10.000-07:00,restaurant,buffet,{'name:en': 'Buffet'}
2646,49.1862792,-122.9565359,2017-03-19T05:56:11.000-07:00,bar,red bar,{'name:en': 'Red Bar'}
2651,49.1916994,-122.9502443,2019-09-23T20:20:53.000-07:00,fast_food,mcdonald's,"{'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'cuisine': 'burger', 'name:en': ""McDonald's"", 'takeaway': 'yes', 'brand': ""McDonald's""}"
2652,49.2192031,-122.9697432,2017-03-19T05:57:23.000-07:00,bar,hookan lounge,{'name:en': 'Hookan Lounge'}
2653,49.2192759,-122.9704126,2017-07-26T06:39:49.000-07:00,restaurant,szechuan cuisine,{}
2654,49.2193536,-122.9706857,2019-09-13T13:57:00.000-07:00,restaurant,myst asian fusion,"{'addr:housenumber': '2-6400', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}"
2656,49.1912607,-122.9472977,2017-07-10T05:51:49.000-07:00,fast_food,subway,{'name:en': 'Subway'}
2658,49.1911353,-122.9471654,2017-07-10T05:51:49.000-07:00,fast_food,opa!,{'name:en': 'Opa!'}
2665,49.1564728,-122.2095408,2020-03-07T07:53:21.000-08:00,fast_food,sarpino's pizzeria,"{'brand:wikidata': 'Q28229116', 'brand:wikipedia': ""en:Sarpino's Pizzeria"", 'drive_through': 'yes', 'cuisine': 'pizza', 'takeaway': 'yes', 'brand': ""Sarpino's Pizzeria""}"
2669,49.1863895,-122.8474565,2019-08-29T19:49:18.000-07:00,restaurant,boston pizza,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'name:en': 'Boston Pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza'}"
2670,49.1861186,-122.8474382,2019-06-25T02:51:54.000-07:00,restaurant,ricky's,"{'name:en': ""Ricky's""}"
2672,49.1861239,-122.8479282,2019-06-25T02:51:54.000-07:00,cafe,blenz,{'name:en': 'Blenz'}
2673,49.1860857,-122.8479254,2019-06-25T02:51:54.000-07:00,bar,big orange,{'name:en': 'Big Orange'}
2676,49.1855201,-122.8475501,2017-03-20T04:31:23.000-07:00,restaurant,saison,{'name:en': 'Saison'}
2682,49.1868482,-122.8490317,2019-06-25T03:54:28.000-07:00,fast_food,orange julius,"{'brand:wikidata': 'Q3355059', 'brand:wikipedia': 'en:Orange Julius', 'cuisine': 'juice', 'name:en': 'Orange Julius', 'takeaway': 'yes', 'brand': 'Orange Julius'}"
2683,49.1871184,-122.8490357,2019-08-24T15:23:01.000-07:00,fast_food,booster juice,"{'brand:wikidata': 'Q4943796', 'brand:wikipedia': 'en:Booster Juice', 'cuisine': 'juice', 'name:en': 'Booster Juice', 'takeaway': 'yes', 'brand': 'Booster Juice'}"
2689,49.1868448,-122.8492283,2019-08-24T15:23:01.000-07:00,fast_food,cultures,"{'brand:wikidata': 'Q64876898', 'cuisine': 'sandwich', 'name:en': 'Cultures', 'takeaway': 'yes', 'brand': 'Cultures'}"
2690,49.1871177,-122.8491133,2019-06-25T03:54:28.000-07:00,fast_food,a&w,"{'brand:wikidata': 'Q2818848', 'brand:wikipedia': 'en:A&W (Canada)', 'cuisine': 'burger', 'name:en': 'A&W', 'takeaway': 'yes', 'brand': 'A&W'}"
2691,49.1871162,-122.8492835,2019-06-25T03:54:28.000-07:00,fast_food,go grill,{'name:en': 'Go Grill'}
2692,49.1871155,-122.8493572,2019-06-25T03:54:28.000-07:00,fast_food,manchu wok,"{'brand:wikidata': 'Q6747622', 'brand:wikipedia': 'en:Manchu Wok', 'cuisine': 'chinese', 'name:en': 'Manchu Wok', 'takeaway': 'yes', 'brand': 'Manchu Wok'}"
2693,49.187114,-122.849531,2019-06-25T03:54:28.000-07:00,fast_food,fresh slice,{'name:en': 'Fresh Slice'}
2694,49.1871697,-122.8497526,2019-06-25T03:09:27.000-07:00,fast_food,thai express,{'name:en': 'Thai Express'}
2695,49.1871291,-122.8496029,2019-09-14T10:04:42.000-07:00,fast_food,quesada,"{'cuisine': 'tex-mex', 'takeaway': 'yes'}"
2696,49.1871919,-122.849834,2019-08-24T15:23:01.000-07:00,fast_food,kfc,"{'brand:wikidata': 'Q524757', 'alt_name': 'Kentucky Fried Chicken', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'name:en': 'KFC', 'takeaway': 'yes', 'brand': 'KFC'}"
2699,49.1864343,-122.8488672,2019-06-25T03:34:59.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'name:en': 'Starbucks', 'takeaway': 'yes', 'brand': 'Starbucks'}"
2702,49.187117,-122.8491994,2019-06-25T03:54:28.000-07:00,fast_food,toyama express,{}
2703,49.1871146,-122.8494584,2019-08-29T20:45:23.000-07:00,fast_food,charleys philly steaks,"{'brand:wikidata': 'Q1066777', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Charleys Philly Steaks', 'brand:wikipedia': 'en:Charleys Philly Steaks'}"
2704,49.1871485,-122.8496743,2019-06-25T03:09:27.000-07:00,fast_food,opa!,{'name:en': 'Opa!'}
2705,49.1869648,-122.8498822,2019-08-29T20:45:23.000-07:00,fast_food,steve's poké bar,"{'disused:craft': 'shoemaker', 'cuisine': 'seafood'}"
2706,49.186992,-122.84998,2019-06-25T00:59:54.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'brand:wikipedia': 'en:Subway (restaurant)', 'drive_through': 'no', 'cuisine': 'sandwich', 'name:en': 'Subway', 'takeaway': 'yes', 'brand': 'Subway'}"
2709,49.186768,-122.8499392,2019-06-25T00:59:54.000-07:00,fast_food,burger king,"{'brand:wikidata': 'Q177054', 'brand:wikipedia': 'en:Burger King', 'cuisine': 'burger', 'name:en': 'Burger King', 'takeaway': 'yes', 'brand': 'Burger King'}"
